"","PANEL","FILE","ID","CHR","P0","P1","HSQ","BEST.GWAS.ID","BEST.GWAS.Z","EQTL.ID","EQTL.R2","EQTL.Z","EQTL.GWAS.Z","NSNP","NWGT","MODEL","MODELCV.R2","MODELCV.PV","TWAS.Z","TWAS.P","POS","cancer_type"
"1410","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TRAPPC4_51399.wgt.RDat","TRAPPC4","11",118889241,118894382,0.19063,"rs741811",-2.331,"rs7131534",0.206,12.79,-1.342,10,9,"enet",0.21,4.1e-42,-2.1368,0.0326,118891811.5,"breast_carcinoma"
"1411","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.VPS11_55823.wgt.RDat","VPS11","11",118938493,118952686,0.06831,"rs549893",3.037,"rs470324",0.0168,-5.02,-1.758,35,5,"lasso",0.033,2e-07,2.3883,0.0169,118945589.5,"breast_carcinoma"
"1412","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.HMBS_3145.wgt.RDat","HMBS","11",118955587,118964259,0.10853,"rs549893",3.037,"rs1006195",0.0978,8.9,-1.317,38,1,"top1",0.098,2.3e-19,-1.317,0.188,118959923,"breast_carcinoma"
"1413","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CBL_867.wgt.RDat","CBL","11",119076990,119178858,0.03276,"rs10790289",-2.006,"rs1893032",0.0324,-5.42,0.158,66,1,"top1",0.032,2.5e-07,-0.158,0.874,119127924,"breast_carcinoma"
"1414","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.THY1_7070.wgt.RDat","THY1","11",119288656,119294246,0.09179,"rs11217290",-1.52,"rs7130716",0.0107,3.79,0.572,36,36,"blup",0.031,4.7e-07,0.6337,0.526,119291451,"breast_carcinoma"
"1415","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.OAF_220323.wgt.RDat","OAF","11",120081747,120100649,0.02879,"rs513638",3.075,"rs896693",0.000759,-2.98,-1.718,49,49,"blup",0.012,0.0011,-0.5875,0.557,120091198,"breast_carcinoma"
"1416","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ARHGEF12_23365.wgt.RDat","ARHGEF12","11",120207946,120360645,0.0123,"rs4938799",3.749,"rs10790383",0.0166,-3.82,3.431,111,1,"top1",0.017,0.00018,-3.431,0.000601,120284295.5,"breast_carcinoma"
"1417","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GRAMD1B_57476.wgt.RDat","GRAMD1B","11",123396528,123493518,0.03022,"rs10893068",1.909,"rs2846315",-0.000913,-3.38,0.12,135,135,"blup",0.0041,0.04,0.6726,0.501,123445023,"breast_carcinoma"
"1418","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ROBO3_64221.wgt.RDat","ROBO3","11",124735282,124751361,0.03507,"rs3924535",2.942,"rs10893302",0.0111,-4.44,0.47,67,7,"enet",0.02,4.7e-05,0.8195,0.412,124743321.5,"breast_carcinoma"
"1419","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ACRV1_56.wgt.RDat","ACRV1","11",125542230,125550942,0.02452,"rs7948946",-3.696,"rs12361784",0.0218,4.4,1.407,50,1,"top1",0.022,2.1e-05,1.407,0.159,125546586,"breast_carcinoma"
"1420","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DDX25_29118.wgt.RDat","DDX25","11",125774272,125793003,0.14384,"rs4937070",3.142,"rs2236681",0.124,9.99,1.654,78,1,"top1",0.12,1.8e-24,1.654,0.0981,125783637.5,"breast_carcinoma"
"1421","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.FOXRED1_55572.wgt.RDat","FOXRED1","11",126139055,126148026,0.136,"rs8177399",-1.338,"rs625413",0.149,-10.89,-0.05,64,1,"top1",0.15,2.7e-29,0.05,0.96,126143540.5,"breast_carcinoma"
"1422","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DCPS_28960.wgt.RDat","DCPS","11",126173647,126215643,0.07626,"rs629882",2.551,"rs11220426",0.0309,-5.74,-1.238,80,10,"enet",0.043,2.9e-09,1.7968,0.0724,126194645,"breast_carcinoma"
"1423","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NFRKB_4798.wgt.RDat","NFRKB","11",129733671,129765490,0.04041,"rs692311",2.585,"rs7948511",0.0349,6.09,1.839,63,2,"lasso",0.036,4.9e-08,1.6002,0.11,129749580.5,"breast_carcinoma"
"1424","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SNX19_399979.wgt.RDat","SNX19","11",130745767,130786382,0.06513,"rs6590518",-1.428,"rs4414223",0.098,9.11,1.061,99,7,"lasso",0.098,2.1e-19,0.8371,0.403,130766074.5,"breast_carcinoma"
"1425","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LOC100128239_100128239.wgt.RDat","LOC100128239","11",133902167,133911236,0.03948,"rs329686",-2.088,"rs11607952",0.0204,4.18,-1.843,48,3,"lasso",0.024,6.9e-06,-1.4904,0.136,133906701.5,"breast_carcinoma"
"1426","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GLB1L2_89944.wgt.RDat","GLB1L2","11",134201768,134248235,0.04507,"rs11223765",2.761,"rs9783402",0.0171,-5.26,-0.331,81,81,"blup",0.031,4.2e-07,0.2364,0.813,134225001.5,"breast_carcinoma"
"1427","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.IQSEC3_440073.wgt.RDat","IQSEC3","12",176203,286322,0.01426,NA,NA,NA,NA,NA,NA,32,0,"top1",0.017,0.00018,NA,NA,231262.5,"breast_carcinoma"
"1428","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.SLC6A12_6539.wgt.RDat","SLC6A12","12",299250,323371,0.0261,NA,NA,NA,NA,NA,NA,58,0,"top1",0.021,2.5e-05,NA,NA,311310.5,"breast_carcinoma"
"1429","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CCDC77_84318.wgt.RDat","CCDC77","12",498516,551804,0.02951,NA,NA,NA,NA,NA,NA,51,0,"top1",0.046,9.6e-10,NA,NA,525160,"breast_carcinoma"
"1430","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.B4GALNT3_283358.wgt.RDat","B4GALNT3","12",569543,671058,0.04836,NA,NA,NA,NA,NA,NA,120,0,"blup",0.012,0.0013,NA,NA,620300.5,"breast_carcinoma"
"1431","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.NINJ2_4815.wgt.RDat","NINJ2","12",673463,772755,0.04146,NA,NA,NA,NA,NA,NA,115,0,"enet",0.014,0.00062,NA,NA,723109,"breast_carcinoma"
"1432","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.WNK1_65125.wgt.RDat","WNK1","12",862225,1020617,0.03486,NA,NA,NA,NA,NA,NA,85,0,"top1",0.024,7.1e-06,NA,NA,941421,"breast_carcinoma"
"1433","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.RAD52_5893.wgt.RDat","RAD52","12",1021255,1099219,0.12648,NA,NA,NA,NA,NA,NA,68,0,"blup",0.12,6.7e-23,NA,NA,1060237,"breast_carcinoma"
"1434","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ERC1_23085.wgt.RDat","ERC1","12",1100404,1605099,0.03133,NA,NA,NA,NA,NA,NA,218,0,"top1",0.034,1.6e-07,NA,NA,1352751.5,"breast_carcinoma"
"1435","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf32_83695.wgt.RDat","C12orf32","12",2986365,2998624,0.03393,NA,NA,NA,NA,NA,NA,47,0,"top1",0.033,1.9e-07,NA,NA,2992494.5,"breast_carcinoma"
"1436","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TULP3_7289.wgt.RDat","TULP3","12",2986365,3050306,0.04577,NA,NA,NA,NA,NA,NA,70,0,"lasso",0.024,6.8e-06,NA,NA,3018335.5,"breast_carcinoma"
"1437","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PARP11_57097.wgt.RDat","PARP11","12",3918027,3982608,0.01189,NA,NA,NA,NA,NA,NA,90,0,"top1",0.012,0.0012,NA,NA,3950317.5,"breast_carcinoma"
"1438","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf5_57103.wgt.RDat","C12orf5","12",4430359,4469188,0.04315,NA,NA,NA,NA,NA,NA,96,0,"top1",0.035,8.4e-08,NA,NA,4449773.5,"breast_carcinoma"
"1439","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.AKAP3_10566.wgt.RDat","AKAP3","12",4724677,4754343,0.19026,NA,NA,NA,NA,NA,NA,90,0,"top1",0.21,3.7e-42,NA,NA,4739510,"breast_carcinoma"
"1440","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KCNA6_3742.wgt.RDat","KCNA6","12",4918342,4960277,0.03153,NA,NA,NA,NA,NA,NA,117,0,"blup",0.0027,0.079,NA,NA,4939309.5,"breast_carcinoma"
"1441","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LTBR_4055.wgt.RDat","LTBR","12",6484595,6500732,0.05967,NA,NA,NA,NA,NA,NA,44,0,"blup",0.056,1.2e-11,NA,NA,6492663.5,"breast_carcinoma"
"1442","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAPBPL_55080.wgt.RDat","TAPBPL","12",6561177,6575601,0.20341,NA,NA,NA,NA,NA,NA,79,0,"top1",0.24,1.6e-47,NA,NA,6568389,"breast_carcinoma"
"1443","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.VAMP1_6843.wgt.RDat","VAMP1","12",6571406,6579843,0.05845,NA,NA,NA,NA,NA,NA,78,0,"blup",0.096,4.2e-19,NA,NA,6575624.5,"breast_carcinoma"
"1444","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GAPDH_2597.wgt.RDat","GAPDH","12",6643657,6647536,0.02447,NA,NA,NA,NA,NA,NA,51,0,"enet",0.011,0.0019,NA,NA,6645596.5,"breast_carcinoma"
"1445","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLECL1_160365.wgt.RDat","CLECL1","12",9868457,9885860,0.08158,NA,NA,NA,NA,NA,NA,77,0,"lasso",0.027,2.4e-06,NA,NA,9877158.5,"breast_carcinoma"
"1446","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC2B_9976.wgt.RDat","CLEC2B","12",10004972,10022458,0.08101,NA,NA,NA,NA,NA,NA,36,0,"top1",0.067,1.2e-13,NA,NA,10013715,"breast_carcinoma"
"1447","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC12A_160364.wgt.RDat","CLEC12A","12",10103915,10138192,0.15694,NA,NA,NA,NA,NA,NA,94,0,"lasso",0.24,3.4e-48,NA,NA,10121053.5,"breast_carcinoma"
"1448","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC12B_387837.wgt.RDat","CLEC12B","12",10163231,10171399,0.15942,NA,NA,NA,NA,NA,NA,72,0,"blup",0.095,6.7e-19,NA,NA,10167315,"breast_carcinoma"
"1449","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CLEC1A_51267.wgt.RDat","CLEC1A","12",10223082,10251605,0.04024,NA,NA,NA,NA,NA,NA,60,0,"blup",0.022,2.3e-05,NA,NA,10237343.5,"breast_carcinoma"
"1450","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.OLR1_4973.wgt.RDat","OLR1","12",10310899,10324790,0.06166,NA,NA,NA,NA,NA,NA,76,0,"blup",0.036,5.4e-08,NA,NA,10317844.5,"breast_carcinoma"
"1451","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf59_120939.wgt.RDat","C12orf59","12",10331557,10344402,0.05359,NA,NA,NA,NA,NA,NA,68,0,"enet",0.041,7.3e-09,NA,NA,10337979.5,"breast_carcinoma"
"1452","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLRD1_3824.wgt.RDat","KLRD1","12",10457050,10469849,0.02816,NA,NA,NA,NA,NA,NA,50,0,"enet",0.024,8.8e-06,NA,NA,10463449.5,"breast_carcinoma"
"1453","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLRC2_3822.wgt.RDat","KLRC2","12",10579193,10588592,0.05562,NA,NA,NA,NA,NA,NA,31,0,"top1",0.088,1.3e-17,NA,NA,10583892.5,"breast_carcinoma"
"1454","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLRC1_3821.wgt.RDat","KLRC1","12",10594863,10606984,0.04619,NA,NA,NA,NA,NA,NA,31,0,"blup",0.055,2.2e-11,NA,NA,10600923.5,"breast_carcinoma"
"1455","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PRH1_5554.wgt.RDat","PRH1","12",10998450,11324213,0.26551,NA,NA,NA,NA,NA,NA,18,0,"lasso",0.23,8.4e-46,NA,NA,11161331.5,"breast_carcinoma"
"1456","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PRR4_11272.wgt.RDat","PRR4","12",10998450,11324213,0.09775,NA,NA,NA,NA,NA,NA,18,0,"lasso",0.038,2.2e-08,NA,NA,11161331.5,"breast_carcinoma"
"1457","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PRH2_5555.wgt.RDat","PRH2","12",11081834,11087443,0.20309,NA,NA,NA,NA,NA,NA,55,0,"enet",0.073,1e-14,NA,NA,11084638.5,"breast_carcinoma"
"1458","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R14_50840.wgt.RDat","TAS2R14","12",11090854,11091806,0.10292,NA,NA,NA,NA,NA,NA,55,0,"lasso",0.057,1e-11,NA,NA,11091330,"breast_carcinoma"
"1459","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R20_259295.wgt.RDat","TAS2R20","12",11148561,11150474,0.17427,NA,NA,NA,NA,NA,NA,40,0,"lasso",0.13,2.5e-25,NA,NA,11149517.5,"breast_carcinoma"
"1460","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R19_259294.wgt.RDat","TAS2R19","12",11174272,11175170,0.04238,NA,NA,NA,NA,NA,NA,41,0,"top1",0.017,0.00013,NA,NA,11174721,"breast_carcinoma"
"1461","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TAS2R31_259290.wgt.RDat","TAS2R31","12",11182986,11184006,0.13548,NA,NA,NA,NA,NA,NA,36,0,"enet",0.036,6.5e-08,NA,NA,11183496,"breast_carcinoma"
"1462","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LOH12CR1_118426.wgt.RDat","LOH12CR1","12",12510020,12619838,0.04705,NA,NA,NA,NA,NA,NA,115,0,"blup",0.014,0.00064,NA,NA,12564929,"breast_carcinoma"
"1463","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.HEBP1_50865.wgt.RDat","HEBP1","12",13127801,13153221,0.02611,NA,NA,NA,NA,NA,NA,67,0,"top1",0.019,6.4e-05,NA,NA,13140511,"breast_carcinoma"
"1464","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.HTR7P1_93164.wgt.RDat","HTR7P1","12",13153376,13192604,0.07473,NA,NA,NA,NA,NA,NA,62,0,"blup",0.06,2.8e-12,NA,NA,13172990,"breast_carcinoma"
"1465","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KIAA1467_57613.wgt.RDat","KIAA1467","12",13197315,13236381,0.01979,NA,NA,NA,NA,NA,NA,51,0,"top1",0.0065,0.014,NA,NA,13216848,"breast_carcinoma"
"1466","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf60_144608.wgt.RDat","C12orf60","12",14956506,14976789,0.04761,NA,NA,NA,NA,NA,NA,56,0,"top1",0.043,3.6e-09,NA,NA,14966647.5,"breast_carcinoma"
"1467","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ERP27_121506.wgt.RDat","ERP27","12",15066977,15091463,0.04183,NA,NA,NA,NA,NA,NA,76,0,"top1",0.091,5.3e-18,NA,NA,15079220,"breast_carcinoma"
"1468","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PYROXD1_79912.wgt.RDat","PYROXD1","12",21590538,21624180,0.05176,NA,NA,NA,NA,NA,NA,91,0,"lasso",0.077,1.8e-15,NA,NA,21607359,"breast_carcinoma"
"1469","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.RECQL_5965.wgt.RDat","RECQL","12",21621845,21654603,0.01738,NA,NA,NA,NA,NA,NA,99,0,"blup",0.012,0.0014,NA,NA,21638224,"breast_carcinoma"
"1470","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.GOLT1B_51026.wgt.RDat","GOLT1B","12",21654699,21671337,0.02063,NA,NA,NA,NA,NA,NA,85,0,"top1",0.019,7.8e-05,NA,NA,21663018,"breast_carcinoma"
"1471","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KCNJ8_3764.wgt.RDat","KCNJ8","12",21917890,21927747,0.01043,NA,NA,NA,NA,NA,NA,13,0,"blup",0.0069,0.011,NA,NA,21922818.5,"breast_carcinoma"
"1472","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CMAS_55907.wgt.RDat","CMAS","12",22199159,22218601,0.01557,NA,NA,NA,NA,NA,NA,63,0,"top1",0.014,0.00063,NA,NA,22208880,"breast_carcinoma"
"1473","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KIAA0528_9847.wgt.RDat","KIAA0528","12",22601526,22697452,0.01893,NA,NA,NA,NA,NA,NA,26,0,"blup",0.0061,0.017,NA,NA,22649489,"breast_carcinoma"
"1474","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LRMP_4033.wgt.RDat","LRMP","12",25205241,25261268,0.0408,NA,NA,NA,NA,NA,NA,89,0,"blup",0.015,3e-04,NA,NA,25233254.5,"breast_carcinoma"
"1475","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LYRM5_144363.wgt.RDat","LYRM5","12",25348150,25357948,0.11134,NA,NA,NA,NA,NA,NA,56,0,"enet",0.19,4.9e-37,NA,NA,25353049,"breast_carcinoma"
"1476","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.C12orf11_55726.wgt.RDat","C12orf11","12",27058115,27091254,0.03548,NA,NA,NA,NA,NA,NA,66,0,"blup",0.0031,0.065,NA,NA,27074684.5,"breast_carcinoma"
"1477","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TM7SF3_51768.wgt.RDat","TM7SF3","12",27124508,27167339,0.03225,NA,NA,NA,NA,NA,NA,69,0,"blup",0.01,0.0028,NA,NA,27145923.5,"breast_carcinoma"
"1478","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.MED21_9412.wgt.RDat","MED21","12",27175483,27182682,0.02984,NA,NA,NA,NA,NA,NA,47,0,"enet",0.023,1.2e-05,NA,NA,27179082.5,"breast_carcinoma"
"1479","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.PPFIBP1_8496.wgt.RDat","PPFIBP1","12",27677045,27848496,0.03161,NA,NA,NA,NA,NA,NA,154,0,"top1",0.021,3.3e-05,NA,NA,27762770.5,"breast_carcinoma"
"1480","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.REP15_387849.wgt.RDat","REP15","12",27849428,27850566,0.25009,NA,NA,NA,NA,NA,NA,36,0,"enet",0.15,9.7e-30,NA,NA,27849997,"breast_carcinoma"
"1481","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.MRPS35_60488.wgt.RDat","MRPS35","12",27863729,27909227,0.01519,NA,NA,NA,NA,NA,NA,46,0,"blup",0.0091,0.0044,NA,NA,27886478,"breast_carcinoma"
"1482","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.LOC100133893_100133893.wgt.RDat","LOC100133893","12",27915599,27924209,0.04486,NA,NA,NA,NA,NA,NA,33,0,"blup",0.097,3.6e-19,NA,NA,27919904,"breast_carcinoma"
"1483","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.KLHDC5_57542.wgt.RDat","KLHDC5","12",27933187,27955972,0.01985,NA,NA,NA,NA,NA,NA,55,0,"blup",0.0098,0.0032,NA,NA,27944579.5,"breast_carcinoma"
"1484","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.CCDC91_55297.wgt.RDat","CCDC91","12",28332210,28703098,0.03519,NA,NA,NA,NA,NA,NA,173,0,"top1",0.038,2.9e-08,NA,NA,28517654,"breast_carcinoma"
"1485","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.ERGIC2_51290.wgt.RDat","ERGIC2","12",29493580,29534143,0.02888,NA,NA,NA,NA,NA,NA,62,0,"blup",0.016,0.00026,NA,NA,29513861.5,"breast_carcinoma"
"1486","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.IPO8_10526.wgt.RDat","IPO8","12",30781923,30848751,0.04778,NA,NA,NA,NA,NA,NA,58,0,"top1",0.034,1.1e-07,NA,NA,30815337,"breast_carcinoma"
"1487","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.TSPAN11_441631.wgt.RDat","TSPAN11","12",31079362,31149536,0.03252,NA,NA,NA,NA,NA,NA,133,0,"top1",0.037,4.1e-08,NA,NA,31114449,"breast_carcinoma"
"1488","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DDX11_1663.wgt.RDat","DDX11","12",31226779,31257725,0.21082,NA,NA,NA,NA,NA,NA,26,0,"lasso",0.47,1.1e-108,NA,NA,31242252,"breast_carcinoma"
"1489","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.DENND5B_160518.wgt.RDat","DENND5B","12",31535157,31743952,0.01499,NA,NA,NA,NA,NA,NA,101,0,"blup",0.012,0.0012,NA,NA,31639554.5,"breast_carcinoma"
"1490","TCGA-BRCA.TUMOR","data/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR/TCGA-BRCA.TUMOR.AMN1_196394.wgt.RDat","AMN1","12",31824073,31882108,0.02626,NA,NA,NA,NA,NA,NA,83,0,"blup",-0.00019,0.36,NA,NA,31853090.5,"breast_carcinoma"
